Meananeatra P.; Rongviriyapanish S.; Apiwattanapong T.,"Meananeatra, Panita (46161484600); Rongviriyapanish, Songsakdi (46161612500); Apiwattanapong, Taweesup (6505975796)",Using software metrics to select refactoring for long method bad smell,2011,10.1109/ECTICON.2011.5947882,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961238598&doi=10.1109%2fECTICON.2011.5947882&partnerID=40&md5=be0840156e5691c2601e798ef1cb43ec
Corbat T.; Felber L.; Stocker M.; Sommerlad P.,"Corbat, Thomas (24069908700); Felber, Lukas (24070305900); Stocker, Mirko (24071890300); Sommerlad, Peter (9636589700)",Ruby refactoring plug-in for eclipse,2007,10.1145/1297846.1297884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149100473&doi=10.1145%2f1297846.1297884&partnerID=40&md5=ac755458daf7d0d815cf8c9cfb5fb3c6
Jin W.; Liu T.; Zheng Q.; Cui D.; Cai Y.,"Jin, Wuxia (57194442597); Liu, Ting (55835301800); Zheng, Qinghua (56113889000); Cui, Di (57194448014); Cai, Yuanfang (23003221700)",Functionality-Oriented Microservice Extraction Based on Execution Trace Clustering,2018,10.1109/ICWS.2018.00034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054018170&doi=10.1109%2fICWS.2018.00034&partnerID=40&md5=9c81e3af7af7e1905bb04aac9cdf2027
Maruyama K.; Hayashi S.,"Maruyama, Katsuhisa (7402479189); Hayashi, Shinpei (13204497300)",A tool supporting postponable refactoring,2017,10.1109/ICSE-C.2017.108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026772237&doi=10.1109%2fICSE-C.2017.108&partnerID=40&md5=cc8a302b11c72cf278ae588868feeb5e
Lee S.; Kim S.; Kim J.; Park S.,"Lee, Sungnam (55521355900); Kim, Suntae (57223661189); Kim, Jeongah (56494760500); Park, Sooyoung (57191672562)",Detecting inconsistent names of source code using NLP,2012,10.1007/978-3-642-35603-2_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870878041&doi=10.1007%2f978-3-642-35603-2_17&partnerID=40&md5=a57a6ca941ac50ff743470688e4d8a6b
Yamanaka K.; Aman H.; Kawahara M.,"Yamanaka, Keita (57195261808); Aman, Hirohisa (6602345526); Kawahara, Minoru (16316404800)",An Automated Evaluation of Variable Name Using Program Slicing and Doc2Vec.; [?????????? Doc2Vec ?????????????],2021,10.11309/jssst.38.4_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125443799&doi=10.11309%2fjssst.38.4_9&partnerID=40&md5=2c2fac771d50e275a7063b2b65a1eb9d
Van Der Leij D.; Binda J.; Van Dalen R.; Vallen P.; Luo Y.; Aniche M.,"Van Der Leij, David (57226338489); Binda, Jasper (57191925345); Van Dalen, Robbert (57226340202); Vallen, Pieter (57226328167); Luo, Yaping (55868237800); Aniche, Maur�cio (36132835800)",Data-driven extract method recommendations: A study at ING,2021,10.1145/3468264.3473927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116294882&doi=10.1145%2f3468264.3473927&partnerID=40&md5=e8a1e10e1643c5dff154fb20e331b5e8
Alves E.L.G.; Massoni T.; Machado P.D.L.,"Alves, Everton L.G. (35185930600); Massoni, Tiago (8327557600); Machado, Patr�cia D.L. (8340882100)",Test coverage and impact analysis for detecting refactoring faults: A study on the extract method refactoring,2015,10.1145/2695664.2695811,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955471888&doi=10.1145%2f2695664.2695811&partnerID=40&md5=63f223d8aa11b3f4dc54ee1c6e6b2f71
,,"Proceedings of the 5th Workshop on Refactoring Tools, WRT'12",2012,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864992485&partnerID=40&md5=4d2bda5fc996221d9446f26137b9c322
Fernandes S.; Aguiar A.; Restivo A.,"Fernandes, Sara (35329707600); Aguiar, Ademar (35753041400); Restivo, Andr� (26531800800)",LiveRef: A Tool for Live Refactoring Java Code,2022,10.1145/3551349.3559532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146923617&doi=10.1145%2f3551349.3559532&partnerID=40&md5=f29ba53ac728e6a000e74e86e8084741
Smiari P.; Bibi S.; Ampatzoglou A.; Arvanitou E.-M.,"Smiari, Paraskevi (57195986000); Bibi, Stamatia (14719125500); Ampatzoglou, Apostolos (16027681600); Arvanitou, Elvira-Maria (55209903200)",Refactoring embedded software: A study in healthcare domain,2022,10.1016/j.infsof.2021.106760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118696175&doi=10.1016%2fj.infsof.2021.106760&partnerID=40&md5=efa1b9b6b9e5ed4a5312a21c0304b85c
Choi E.; Tanaka D.; Yoshida N.; Fujiwara K.; Port D.; Iida H.,"Choi, Eunjong (41561025900); Tanaka, Daiki (57191224125); Yoshida, Norihiro (36176694200); Fujiwara, Kenji (55537663400); Port, Daniel (6701426862); Iida, Hajimu (7401564685)",An Investigation of the Relationship between Extract Method and Change Metrics: A Case Study of JEdit,2018,10.1109/APSEC.2018.00084,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066815221&doi=10.1109%2fAPSEC.2018.00084&partnerID=40&md5=dcfd8ef476908b65db7cca7f394400e7
Ouni A.; Kessentini M.; Sahraoui H.; Inoue K.; Deb K.,"Ouni, Ali (50761492200); Kessentini, Marouane (25653537200); Sahraoui, Houari (57196894039); Inoue, Katsuro (7601540520); Deb, Kalyanmoy (7006019904)",Multi-criteria code refactoring using search-based software engineering: An industrial case study,2016,10.1145/2932631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978052454&doi=10.1145%2f2932631&partnerID=40&md5=2d9a6e26e31902da8615a06995af7e2d
Agnihotri M.; Chug A.,"Agnihotri, Mansi (57218920285); Chug, Anuradha (56168650500)","A systematic literature survey of software metrics, code smells and refactoring techniques",2020,10.3745/JIPS.04.0184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090798778&doi=10.3745%2fJIPS.04.0184&partnerID=40&md5=2d431d76882c27ba3632da126f4ee767
Milea N.A.; Jiang L.; Khoo S.-C.,"Milea, Narcisa Andreea (55221751400); Jiang, Lingxiao (55473381400); Khoo, Siau-Cheng (7102023296)",Scalable detection of missed cross-function refactorings,2014,10.1145/2610384.2610394,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942772713&doi=10.1145%2f2610384.2610394&partnerID=40&md5=8cf5dc7f26f76f09547139feb99a23ed
Skrien D.; Alphonce C.; Decker A.; B�rstler J.; Caspersen M.E.,"Skrien, Dale (16308288700); Alphonce, Carl (6603230919); Decker, Adrienne (16306535300); B�rstler, J�rgen (6603198801); Caspersen, Michael E. (6602975875)","The eighth ""killer examples"" workshop: Good examples for exposing bad practice - A poster report of the workshop",2009,10.1145/1639950.1640010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249113687&doi=10.1145%2f1639950.1640010&partnerID=40&md5=5882c25440d54c1a798d89a38edab445
Cousot P.; Cousot R.; Logozzo F.; Barnett M.,"Cousot, Patrick (7003487004); Cousot, Radhia (6603152870); Logozzo, Francesco (23395143700); Barnett, Michael (57198138300)",An abstract interpretation framework for refactoring with application to extract methods with contracts,2012,10.1145/2398857.2384633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870422038&doi=10.1145%2f2398857.2384633&partnerID=40&md5=c8613b0c88a824b3fb5e22ea0d33a2d6
Gomes L.; Cordeiro C.; Alves E.L.G.,"Gomes, Levi (57929359900); Cordeiro, Cassio (57929360000); Alves, Everton L. G. (35185930600)",Evaluating the Effectiveness of Regression Test Suites for Extract Method Validation,2022,10.1145/3559744.3559745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139923882&doi=10.1145%2f3559744.3559745&partnerID=40&md5=6c8107c39385404e24560d2d01eaa968
Fernandes S.; Aguiar A.; Restivo A.,"Fernandes, Sara (35329707600); Aguiar, Ademar (35753041400); Restivo, Andr� (26531800800)",A Live Environment to Improve the Refactoring Experience,2022,10.1145/3532512.3535222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144247826&doi=10.1145%2f3532512.3535222&partnerID=40&md5=e23c099a0644ef3cac5d7b98721f4db5
AlOmar E.A.; Liu J.; Addo K.; Mkaouer M.W.; Newman C.; Ouni A.; Yu Z.,"AlOmar, Eman Abdullah (57211323794); Liu, Jiaqian (57220901753); Addo, Kenneth (57372469400); Mkaouer, Mohamed Wiem (55904259300); Newman, Christian (54405883100); Ouni, Ali (50761492200); Yu, Zhe (57189687898)",On the documentation of refactoring types,2022,10.1007/s10515-021-00314-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122086312&doi=10.1007%2fs10515-021-00314-w&partnerID=40&md5=21ab1e846b58b044f8c0976ad0d90046
Tsantalis N.; Chatzigeorgiou A.,"Tsantalis, Nikolaos (8839792600); Chatzigeorgiou, Alexander (6701702023)",Identification of extract method refactoring opportunities for the decomposition of methods,2011,10.1016/j.jss.2011.05.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960834318&doi=10.1016%2fj.jss.2011.05.016&partnerID=40&md5=eaeb267605df9e4c4b5f84bc9ee9ef77
Perera R.,"Perera, Roly (24280009900)",Refactoring: To the rubicon? and beyond!,2004,10.1145/1028664.1028666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951739167&doi=10.1145%2f1028664.1028666&partnerID=40&md5=250adb385ded54f09bdb54be3b80c180
Yang L.; Liu H.; Niu Z.,"Yang, Limei (56174499300); Liu, Hui (56862404100); Niu, Zhendong (23393033800)",Identifying fragments to be extracted from long methods,2009,10.1109/APSEC.2009.20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349091824&doi=10.1109%2fAPSEC.2009.20&partnerID=40&md5=3f30c282243d27e9b025a484e677c156
Pinto A.F.; Terra R.,"Pinto, Arthur F. (57197817143); Terra, Ricardo (36865399300)",Beter similarity coeficients to identify refactoring opportunities,2017,10.1145/3132498.3132511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037810212&doi=10.1145%2f3132498.3132511&partnerID=40&md5=2d83d1a558c0866495a4ec8c243ab839
